contigName	contigLen	totalAvgDepth	ERR13958310.sorted.bam	ERR13958310.sorted.bam-var
k141_96643	5902	9.60901	9.60901	16.1376
k141_49465	7436	9.94181	9.94181	26.0159
k141_58363	2677	8.16977	8.16977	16.308
k141_12238	1733	9.76816	9.76879	17.2222
k141_77150	2549	5.97666	5.97666	8.16862
k141_49466	1534	5.03757	5.03757	4.60884
k141_68014	3250	6.66355	6.66355	10.533
k141_86967	7884	10.0294	10.0294	16.889
k141_105356	3253	13.826	13.826	44.2527
k141_30423	2951	7.69618	7.69618	12.0479
k141_86968	1700	14.2284	14.2284	29.3871
k141_12241	2448	7.02393	7.02393	14.9926
k141_2299	11243	10.37	10.37	18.0847
k141_96644	4947	55.2418	55.2418	531.389
k141_68019	1879	5.41006	5.41006	11.4168
k141_12243	2099	5.0313	5.0313	8.23051
k141_86975	2634	7.03663	7.03663	15.9129
k141_105364	2338	9.22578	9.22578	11.5256
k141_49471	3508	9.41334	9.41334	15.7695
k141_58375	1997	5.38549	5.38549	3.09393
k141_2302	3364	9.73678	9.73678	16.3676
k141_12245	2931	7.17907	7.17907	5.45066
k141_30428	3937	16.5273	16.5273	45.7113
k141_30429	2186	11.8227	11.8227	31.0008
k141_96654	3819	7.12483	7.12483	8.16925
k141_105368	4361	16.7632	16.7632	40.3998
k141_2308	1806	5.9843	5.9843	7.19616
k141_30430	1724	107.704	107.704	1446.3
k141_12256	1791	6.06764	6.06764	9.26305
k141_58383	4078	8.98065	8.98065	16.8353
k141_96657	2266	9.53261	9.53261	22.577
k141_68033	3788	8.19709	8.19709	15.4006
k141_2314	2257	55.7456	55.7456	193.782
k141_86989	3833	9.68368	9.68368	18.104
k141_2315	1767	4.87941	4.87941	4.79674
k141_96662	1594	7.23199	7.23199	14.2586
k141_58387	1754	8.06172	8.06172	11.2545
k141_12263	1813	5.94167	5.94167	5.43281
k141_68038	2215	7.42179	7.42179	11.492
k141_86993	2234	6.012	6.012	6.71466
k141_96664	2869	5.71092	5.71092	8.74071
k141_49474	16367	11.6311	11.6311	19.058
k141_77152	25477	16.8953	16.8953	36.2404
k141_58396	1747	7.63557	7.63557	20.5714
k141_68042	4102	15.957	15.957	30.6279
k141_105379	9939	10.6588	10.6588	17.1673
k141_96668	4484	7.02677	7.02677	8.51993
k141_12277	2481	5.41742	5.41785	10.3696
k141_86994	9113	15.0109	15.0109	33.6354
k141_77160	1506	6.66003	6.66003	5.30796
k141_105385	1811	39.2378	39.2378	108.161
k141_49481	3175	8.87537	8.87537	20.2128
k141_96672	2549	7.63526	7.63526	14.6173
k141_49482	1607	10.849	10.849	13.5418
k141_86997	1942	7.05692	7.05692	13.1984
k141_2323	12482	13.575	13.575	28.287
k141_77163	2686	8.01262	8.01262	13.5967
k141_58405	2599	9.11964	9.11964	27.3747
k141_68044	10267	10.4135	10.4136	18.7578
k141_96675	4355	9.03329	9.03329	15.1029
k141_77167	1750	4.84812	4.84812	3.87996
k141_105395	1662	8.90079	8.90079	21.1391
k141_49486	2689	5.37968	5.38007	5.16952
k141_12291	1945	5.48914	5.48914	8.80856
k141_96678	1770	5.74815	5.74815	8.40847
k141_58409	2931	5.85868	5.85868	10.6875
k141_77171	2267	8.3368	8.3368	19.9843
k141_58412	1607	7.61633	7.61633	12.0333
k141_87007	2485	7.69893	7.69893	11.5772
k141_105402	2590	8.47664	8.47664	13.2229
k141_58414	1801	6.89158	6.89158	8.66397
k141_2327	8946	20.7053	20.7053	135.044
k141_105403	1598	7.45718	7.45718	13.2518
k141_77175	4982	8.53891	8.53891	19.6819
k141_96689	2801	6.24783	6.24783	9.4023
k141_58418	1589	12.6247	12.6247	36.0205
k141_87014	2434	5.17032	5.17032	4.10368
k141_49504	1891	9.50488	9.50488	27.4583
k141_12299	4748	9.6716	9.6716	17.0332
k141_105406	2418	5.15168	5.15168	9.13085
k141_49505	1669	9.33377	9.33377	12.5308
k141_96693	2383	6.45231	6.45231	5.98703
k141_2333	1739	8.76086	8.76086	9.6531
k141_12301	2073	5.26365	5.26365	7.55729
k141_96696	2203	5.434	5.434	5.0401
k141_105412	2972	7.78349	7.78349	17.782
k141_77183	2933	9.02443	9.02443	23.118
k141_2341	1936	5.12766	5.12766	7.4526
k141_105413	1601	5.42247	5.42316	3.25943
k141_2342	1957	8.36857	8.36857	14.4178
k141_58429	4538	94.8571	94.8571	732.269
k141_49515	8821	10.8964	10.8964	22.2656
k141_105416	1971	6.58484	6.58484	6.52754
k141_87017	11731	10.6025	10.6025	19.9578
k141_30432	50841	19.4224	19.4224	50.5122
k141_87019	1652	4.94674	4.94674	5.22966
k141_49517	2874	9.07269	9.07269	17.4526
k141_77185	6402	11.7946	11.7946	18.7214
k141_96710	6970	10.2176	10.2176	16.6944
k141_2343	9297	7.09555	7.09555	9.83677
k141_58436	2340	6.73425	6.73425	8.93622
k141_12319	3137	8.11316	8.11316	17.855
k141_68045	29996	11.7796	11.7796	23.5296
k141_96714	2360	5.14706	5.14706	4.733
k141_87028	1683	12.5897	12.5897	188.416
k141_2345	5630	9.98157	9.98157	19.341
k141_68051	2074	5.01767	5.01767	13.1832
k141_2346	2220	5.78986	5.78986	12.0402
k141_20711	101193	32.6396	32.6396	80.0367
k141_105433	2733	9.59466	9.59504	21.2017
k141_49525	6828	9.80114	9.80114	14.5508
k141_77187	7400	15.1295	15.1295	32.9161
k141_87038	2119	11.4865	11.4865	40.7235
k141_12333	2004	5.49029	5.49029	10.8124
k141_49526	3605	8.9508	8.95109	13.1779
k141_105434	3294	10.0439	10.0439	15.0861
k141_96729	3903	8.20144	8.20144	16.0027
k141_2353	1602	6.6405	6.6405	5.28348
k141_12336	1522	6.70991	6.70991	14.8378
k141_77192	1648	7.55073	7.55073	8.02714
k141_87039	2445	8.52723	8.52723	21.5063
k141_68054	4042	8.40596	8.40622	25.1813
k141_2355	1538	5.62968	5.62968	3.96802
k141_105436	2531	7.33725	7.33725	6.81263
k141_20727	1976	7.42935	7.42935	13.6236
k141_77194	2302	8.03485	8.03532	12.5017
k141_87042	1659	7.10868	7.10868	8.65664
k141_105438	2376	13.836	13.836	65.3422
k141_12349	1834	9.95428	9.95428	20.6306
k141_87045	3135	8.67672	8.67672	14.2798
k141_20729	4112	8.9629	8.9629	15.0013
k141_12351	2533	8.4465	8.4465	7.73338
k141_96743	3824	7.68917	7.68917	17.3517
k141_49542	2577	10.6877	10.6877	21.5898
k141_105444	5128	10.0952	10.0952	16.0149
k141_68068	4064	7.67578	7.67578	9.32603
k141_58439	24043	15.9216	15.9216	38.8737
k141_87049	2518	8.1609	8.1609	12.5956
k141_96749	1947	6.0562	6.0562	9.41278
k141_12355	4527	9.13617	9.13617	15.5376
k141_49545	3813	9.55556	9.55556	17.2524
k141_20735	2362	6.23599	6.23599	8.87154
k141_105449	1713	4.74216	4.7428	3.816
k141_77210	1692	8.73411	8.73411	18.1979
k141_2362	16965	14.2578	14.2578	25.5483
k141_12360	1572	7.49648	7.49648	14.8905
k141_20738	1850	6.60882	6.60882	12.8328
k141_96755	1995	10.2244	10.2244	17.8564
k141_49552	1755	4.3676	4.3676	3.31614
k141_2363	2522	8.56408	8.56408	17.0273
k141_68076	2146	5.03156	5.03156	4.86362
k141_20740	2837	18.2453	18.2453	29.4213
k141_87057	4018	10.1176	10.1176	22.5547
k141_105452	6449	11.3761	11.3761	19.1586
k141_58445	7116	11.3348	11.3348	20.8773
k141_49561	1787	11.6585	11.6585	19.368
k141_2369	2043	7.1009	7.1009	8.89626
k141_105454	3009	8.6121	8.61245	10.5769
k141_20751	1956	6.33666	6.33666	15.6228
k141_58452	2013	18.737	18.737	70.4095
k141_49565	2504	7.20051	7.20051	11.7745
k141_68085	2275	7.49224	7.49224	11.2265
k141_2372	2704	9.10807	9.10807	15.8474
k141_96768	5108	9.0119	9.0119	15.2173
k141_49568	1990	6.58315	6.58315	8.14202
k141_87067	3323	9.9521	9.9521	17.5897
k141_58456	1626	6.56301	6.56301	11.5317
k141_2375	2741	10.3744	10.3744	18.5516
k141_49570	2525	7.216	7.216	14.701
k141_96769	4487	9.46253	9.46253	21.7592
k141_87070	1827	7.30292	7.30292	13.3831
k141_2379	1753	5.665	5.665	12.5501
k141_58459	5601	12.8094	12.8094	24.0909
k141_96773	1853	18.2595	18.2595	62.2288
k141_105465	5339	10.5354	10.5354	22.5215
k141_12393	1930	3.68315	3.68315	3.41164
k141_20763	1712	4.60051	4.60051	2.93191
k141_87075	2944	10.7316	10.7316	16.0912
k141_12395	1927	6.4592	6.4592	6.15723
k141_105466	2589	6.88602	6.88602	11.992
k141_2381	5865	7.84129	7.84129	14.536
k141_68091	9344	14.5346	14.5346	40.0725
k141_20766	1809	8.79747	8.79747	17.0518
k141_105468	2572	4.98142	4.98142	4.36594
k141_12397	2167	7.81061	7.81061	10.2388
k141_68093	1681	8.04442	8.04442	26.6739
k141_20767	1589	9.51494	9.51494	25.4224
k141_87079	4266	9.75875	9.75875	18.326
k141_20768	2175	9.44839	9.44839	42.6844
k141_49594	1905	6.87464	6.87464	8.5122
k141_87081	1587	6.42241	6.42241	10.3458
k141_96782	3620	12.6865	12.6865	30.4354
k141_105471	2202	7.30409	7.30409	8.34628
k141_87082	2046	8.92933	8.92933	20.639
k141_96784	2063	6.5426	6.5426	9.68854
k141_58475	4578	7.79336	7.79336	12.7884
k141_105472	2667	14.5975	14.5975	122.889
k141_68103	1744	8.84191	8.84253	17.2652
k141_2389	8460	20.4605	20.4605	53.5943
k141_68105	1525	9.55564	9.55564	14.1204
k141_58476	4854	11.1137	11.1137	22.5733
k141_105479	2084	10.9948	10.9948	25.9719
k141_87089	4733	7.42003	7.42003	12.5082
k141_96798	1665	6.28647	6.28647	5.6748
k141_68110	2411	7.12649	7.12649	11.4548
k141_68111	1740	10.6415	10.6415	20.5435
k141_87092	3208	11.3463	11.3463	23.0259
k141_96799	5790	8.8789	8.8789	16.5907
k141_68114	2284	6.37254	6.37254	12.222
k141_105484	5378	9.09813	9.09813	17.7089
k141_49615	2543	7.48517	7.48517	18.9547
k141_96801	3766	13.6936	13.6936	27.6886
k141_68116	3989	6.92732	6.92732	9.49164
k141_2404	5177	11.9745	11.9745	32.5872
k141_105490	2948	5.82773	5.82773	4.24636
k141_12400	23376	14.5928	14.5928	32.1912
k141_20769	25445	15.8712	15.8712	29.4873
k141_96803	2019	24.4794	24.4794	65.4415
k141_68119	1979	14.7135	14.7135	33.5285
k141_96804	1648	12.1736	12.1736	21.9886
k141_49617	5347	17.4012	17.4012	40.47
k141_96807	1645	9.03813	9.03813	16.9767
k141_68124	2216	8.82575	8.82575	19.2142
k141_96811	1631	11.0331	11.0331	19.0482
k141_68126	2126	11.1538	11.1538	11.3747
k141_49627	1662	7.50397	7.50397	14.4394
k141_12412	2627	7.22325	7.22325	15.1509
k141_96813	1811	8.66827	8.66827	15.7953
k141_68128	2317	6.73466	6.73466	11.3132
k141_49630	1629	6.1474	6.1474	10.5778
k141_12416	1694	6.96891	6.96891	8.67564
k141_2421	2175	8.8158	8.8158	26.0002
k141_20773	9793	17.5948	17.5948	57.6274
k141_49631	2911	9.59471	9.59471	11.1635
k141_2425	1960	5.01326	5.01326	6.16564
k141_68130	5964	9.25576	9.25576	14.7736
k141_105491	18133	12.0866	12.0866	32.9163
k141_20777	3864	8.38234	8.38234	10.1337
k141_96826	1662	4.68518	4.68585	4.27517
k141_2427	3841	9.80141	9.80141	16.8544
k141_105495	2117	5.17234	5.17234	6.22009
k141_12428	2008	8.73036	8.73036	13.7416
k141_68135	4236	7.77998	7.77998	19.3938
k141_49643	6837	10.0544	10.0544	16.854
k141_105496	6416	14.922	14.922	24.1628
k141_20794	1525	41.0509	41.0509	181.292
k141_2442	1538	15.1297	15.1297	30.1621
k141_68148	1525	6.94036	6.94036	6.19878
k141_20796	1621	18.8579	18.8579	58.711
k141_77217	82494	38.1531	38.1531	89.9123
k141_49652	2079	6.59876	6.59876	4.54638
k141_12443	1779	5.37815	5.37815	7.54983
k141_77218	1897	6.0601	6.0601	6.85037
k141_12446	1962	4.60817	4.60817	3.22022
k141_49655	1979	19.737	19.737	49.578
k141_20802	1837	5.31832	5.31832	6.86374
k141_2449	2366	6.54693	6.54693	9.85333
k141_105507	3744	9.91068	9.91068	15.5999
k141_68158	1921	8.66685	8.66685	12.655
k141_49656	1670	5.42105	5.42105	4.48751
k141_77223	2257	6.79924	6.79924	9.99335
k141_96829	19546	13.1799	13.1799	29.2151
k141_58480	53565	19.8843	19.8843	48.8003
k141_20805	2248	7.96806	7.96806	10.2455
k141_68162	1571	3.62843	3.62843	2.10549
k141_49660	1857	6.38723	6.38723	10.6372
k141_77224	3235	6.34165	6.34165	8.36757
k141_105514	2923	6.53336	6.53336	6.53108
k141_49663	1666	4.46438	4.46438	4.84032
k141_96837	1730	8.31772	8.31772	13.8281
k141_2460	4421	13.9555	13.9555	25.5056
k141_96839	1965	9.93829	9.93829	30.6181
k141_20816	2289	5.60729	5.60729	10.637
k141_87099	61533	17.9029	17.9029	48.174
k141_96844	1918	9.90894	9.90894	15.9401
k141_39597	502181	45.7825	45.7825	126.485
k141_20823	2624	6.08124	6.08124	10.1992
k141_39598	1815	8.41802	8.41802	16.6833
k141_96845	4124	8.27227	8.27227	18.86
k141_68180	7670	45.6528	45.6528	209.843
k141_77243	1561	7.13678	7.13678	12.1054
k141_87103	1836	15.4081	15.4081	59.1984
k141_68184	1748	6.22153	6.22153	14.7988
k141_39605	1901	9.23587	9.23644	19.8103
k141_12484	2571	6.37257	6.37257	7.72728
k141_39606	2250	14.2648	14.2648	25.383
k141_87107	4534	12.5203	12.5203	24.6812
k141_12485	2078	9.66442	9.66442	9.4696
k141_68190	1763	6.6708	6.6708	9.76815
k141_87108	1843	6.83402	6.83402	11.0002
k141_77253	2978	10.0184	10.0184	18.435
k141_20833	5918	7.86581	7.86581	17.2955
k141_39610	2089	7.15936	7.15936	18.969
k141_87109	3483	8.54005	8.54005	12.9382
k141_68194	2749	11.3247	11.3247	25.1371
k141_12499	2786	7.64454	7.64454	12.0615
k141_87112	4126	7.27163	7.27163	12.3675
k141_68197	1812	6.91215	6.91215	9.99224
k141_39618	3254	9.85374	9.85374	21.4068
k141_20845	5490	10.1573	10.1573	16.3821
k141_2462	36273	30.7617	30.7617	93.767
k141_49667	35076	18.5634	18.5634	36.3321
k141_105515	38251	15.0289	15.0289	35.3215
k141_20846	2820	8.50412	8.50412	8.45536
k141_87125	3789	43.9665	43.9665	206.258
k141_12502	9108	12.5954	12.5954	25.5634
k141_68210	2792	10.788	10.788	37.7203
k141_77258	15931	63.6621	63.6621	260.607
k141_12503	2026	6.20309	6.20309	7.10483
k141_20850	3114	9.21727	9.21727	16.8026
k141_87130	2068	9.38217	9.38217	16.0347
k141_2472	2517	5.95775	5.95775	6.39297
k141_39635	2688	8.8424	8.8424	11.0511
k141_77262	2825	6.69645	6.69645	9.14273
k141_105519	7275	9.56688	9.56688	15.8376
k141_2474	2084	12.2192	12.2192	38.872
k141_39638	1631	6.0871	6.0871	9.34177
k141_20859	1583	4.38939	4.38939	1.59128
k141_39639	1693	4.74336	4.74336	4.02487
k141_12518	3367	8.52689	8.5272	16.4445
k141_87141	1756	13.8861	13.8861	29.5601
k141_77269	2807	6.09861	6.09861	8.14241
k141_2476	3706	6.18898	6.18898	11.0135
k141_20861	1947	7.10907	7.10907	13.978
k141_49670	14942	10.9239	10.9239	18.9953
k141_105528	1903	9.50485	9.50485	13.3631
k141_87145	1673	5.25082	5.25082	5.32339
k141_77274	1954	14.0488	14.0488	35.6026
k141_49671	3208	8.25278	8.25278	17.9861
k141_87146	2583	12.933	12.933	24.6719
k141_68221	12735	15.6932	15.6932	55.1129
k141_12525	1840	7.98166	7.98166	10.0393
k141_87147	1565	9.37951	9.37951	11.2116
k141_39650	1780	15.1442	15.1442	44.3996
k141_77276	1906	6.18109	6.18109	8.44123
k141_49675	1970	6.62308	6.62308	11.5919
k141_87148	3461	7.37119	7.37119	11.3749
k141_2477	9250	10.332	10.332	18.4379
k141_96846	54044	28.451	28.451	66.5838
k141_20863	8857	15.7718	15.7718	52.7729
k141_49677	1893	10.2811	10.2811	37.8933
k141_105534	7561	9.45298	9.45298	18.9183
k141_96849	4181	10.7891	10.7891	22.9499
k141_39653	7873	9.97371	9.97371	15.1812
k141_68228	6718	15.7885	15.7885	39.1611
k141_105538	2450	14.2622	14.2622	44.6161
k141_20870	2175	9.37778	9.37778	13.4773
k141_77293	3817	50.0897	50.0897	258.425
k141_20872	1588	5.77608	5.77608	7.68127
k141_39658	2536	11.5868	11.5868	18.017
k141_87153	7724	10.4548	10.4548	19.0981
k141_12546	2184	13.5718	13.5718	20.8735
k141_96852	4759	72.6613	72.6613	245.585
k141_49681	8802	6.91586	6.91586	12.9565
k141_87154	1613	6.2529	6.2529	6.00984
k141_39661	2149	7.48674	7.48674	11.1489
k141_68229	7446	10.3507	10.3507	19.2273
k141_77300	1949	4.67871	4.67871	6.07248
k141_39662	1802	8.71671	8.71671	14.8767
k141_96857	1810	5.87711	5.87711	9.29404
k141_2479	16512	10.3204	10.3204	20.5889
k141_105551	2414	6.58922	6.58922	10.6045
k141_105552	1558	3.90341	3.90341	3.87833
k141_49689	3664	8.32129	8.32157	17.6694
k141_39665	6573	12.3727	12.3727	31.0057
k141_96868	1891	9.01838	9.01838	26.3594
k141_105558	1904	5.99145	5.99145	7.78026
k141_105559	3337	9.84311	9.84311	19.7632
k141_39671	3204	9.94957	9.94957	19.8553
k141_68249	1616	6.70669	6.70669	5.02382
k141_20895	1907	7.4115	7.4115	21.1966
k141_87172	2677	6.92283	6.92283	10.9595
k141_2491	4776	32.2732	32.2732	96.9055
k141_39674	1587	12.4182	12.4182	32.543
k141_96873	4898	9.83804	9.83804	20.9476
k141_49690	7242	9.85505	9.85505	17.144
k141_2492	2073	5.61726	5.61726	6.25095
k141_105564	1702	4.18299	4.18299	2.74147
k141_39680	1552	6.52639	6.52639	11.4388
k141_2497	2007	7.0447	7.0447	7.93927
k141_39682	2110	9.66531	9.66531	9.73582
k141_68256	4546	9.5621	9.5621	20.6447
k141_77309	16754	9.83016	9.83016	22.3732
k141_39684	2816	6.44524	6.44524	16.5098
k141_96890	2401	6.40782	6.40782	9.31625
k141_49702	2262	6.31297	6.31297	9.87503
k141_12547	32571	18.5709	18.5709	96.6868
k141_20905	6340	10.1691	10.1691	21.0293
k141_39691	2226	9.81696	9.81696	14.2074
k141_68257	5467	7.95185	7.95185	17.696
k141_39693	1811	6.62914	6.62914	8.77326
k141_68258	1562	4.66856	4.66856	3.6165
k141_87196	2654	5.90895	5.90895	13.8902
k141_12552	3234	5.3142	5.3142	6.59896
k141_96895	6577	47.4028	47.4028	181.964
k141_105569	16050	130.63	130.63	2104.21
k141_77327	2130	8.42374	8.42374	17.0932
k141_49717	1767	8.57452	8.57452	12.9872
k141_68264	3211	7.65828	7.65828	12.0701
k141_12553	5065	10.684	10.684	13.7502
k141_87205	1722	9.05216	9.05216	26.9179
k141_49719	1688	6.65865	6.65865	8.59442
k141_77329	2434	5.1458	5.1458	4.26214
k141_105571	3723	8.90176	8.90176	10.9314
k141_96905	1956	8.15393	8.15448	10.6548
k141_12560	1663	9.55056	9.55056	18.9553
k141_20910	10708	9.39581	9.39581	14.9868
k141_68266	5604	10.7395	10.7396	19.3841
k141_105573	2878	8.57845	8.57845	16.1067
k141_20912	2470	6.74526	6.74526	8.71781
k141_39703	10331	11.8646	11.8646	23.8558
k141_68269	2008	9.46502	9.46502	17.9494
k141_96906	5958	8.30096	8.30096	14.0596
k141_77330	4216	9.47811	9.47811	17.358
k141_12564	4453	7.35812	7.35812	9.92684
k141_96908	2250	7.71095	7.71095	16.7964
k141_49728	2462	6.70934	6.70934	8.05998
k141_2505	31199	50.6479	50.6479	314.547
k141_39708	2782	27.9521	27.9521	90.1319
k141_77337	1753	7.199	7.199	7.69012
k141_96912	2064	12.4378	12.4378	35.3054
k141_105579	6585	7.76379	7.76379	10.8931
k141_77338	2023	16.5499	16.5505	97.2595
k141_12573	3259	8.97877	8.97877	15.8502
k141_68279	2881	6.7045	6.7045	14.398
k141_2511	1662	8.3922	8.3922	10.94
k141_87220	10981	10.8888	10.8888	22.1648
k141_2514	1895	7.44355	7.44355	11.9843
k141_77342	2008	5.72766	5.72766	9.51435
k141_49738	3946	6.37987	6.37987	10.37
k141_87221	2550	5.39208	5.39208	7.44878
k141_12580	1767	4.54174	4.54236	5.52435
k141_105589	2087	9.06092	9.06092	23.4344
k141_87224	1587	5.9151	5.9151	7.29229
k141_87225	1737	6.13422	6.13422	4.19194
k141_2519	3730	7.8419	7.8419	13.6872
k141_77348	1974	5.05154	5.05154	8.35056
k141_105592	2268	8.65581	8.65581	20.8532
k141_12585	3080	11.5625	11.5625	26.1508
k141_77350	1976	5.09967	5.09967	10.7078
k141_105593	2389	9.00625	9.00625	16.6764
k141_39734	1579	8.69979	8.69979	11.1864
k141_96917	10715	21.2159	21.2159	64.8214
k141_105594	2004	8.32524	8.32578	9.16415
k141_68280	13137	29.3754	29.3754	154.058
k141_87235	1951	9.71127	9.71127	15.7144
k141_2520	8481	9.89185	9.89185	19.124
k141_39736	3911	10.9208	10.9208	26.7615
k141_68282	3196	7.83716	7.83716	9.20247
k141_49744	13449	12.9621	12.9621	33.7602
k141_2523	3160	9.51262	9.51262	17.7953
k141_39739	1886	8.71947	8.71947	12.2896
k141_12588	8596	11.0189	11.0189	24.9191
k141_96924	2988	6.2766	6.2766	9.90761
k141_20915	29915	16.7829	16.7829	42.7955
k141_39745	2090	7.89021	7.89021	19.1064
k141_96927	2987	6.28939	6.28939	9.92292
k141_105606	2710	23.4809	23.4809	122.999
k141_20918	1515	6.59121	6.59121	6.10694
k141_68292	1849	7.96115	7.96115	9.34365
k141_2536	3021	11.9046	11.9046	19.7637
k141_96931	2094	6.57407	6.57407	10.8169
k141_87256	3965	7.06841	7.06841	12.9835
k141_105611	1870	7.78605	7.78605	9.62263
k141_12605	3422	8.51436	8.51436	13.6268
k141_68301	2152	9.33716	9.33716	18.0326
k141_12606	2482	5.23971	5.23971	7.2386
k141_105613	1653	6.37725	6.37725	13.4666
k141_2541	4316	10.2345	10.2345	17.7961
k141_68302	3550	9.10176	9.10176	17.9387
k141_12616	3717	12.7841	12.7841	36.4078
k141_20937	3675	9.21504	9.21532	17.8272
k141_2544	6443	10.1483	10.1483	22.7269
k141_87277	1743	5.48964	5.48964	7.51768
k141_20938	2939	6.8261	6.8261	7.42208
k141_12622	3190	7.2523	7.2523	9.16019
k141_105627	3696	10.1179	10.1179	19.1478
k141_2549	2789	10.2884	10.2884	15.0726
k141_87279	2409	10.6777	10.6777	29.2026
k141_96933	16036	15.4858	15.4858	37.9006
k141_39772	12836	20.9885	20.9885	58.6136
k141_58482	173786	24.4463	24.4463	57.4072
k141_39774	3118	84.0185	84.0185	362.889
k141_49767	17429	13.9614	13.9614	38.1557
k141_96937	1682	4.59138	4.59138	3.78723
k141_12630	2497	8.60844	8.60844	13.8968
k141_68307	12990	9.74439	9.74439	19.9846
k141_77353	42396	11.9738	11.9738	23.1968
k141_58484	1850	8.34412	8.34412	20.6544
k141_105631	5412	19.2522	19.2524	37.7184
k141_39778	2164	9.17776	9.17776	11.6364
k141_20951	1778	5.99754	5.99754	18.408
k141_68309	2642	10.7055	10.7055	14.0754
k141_12635	1735	9.87571	9.87571	14.9561
k141_2557	4063	7.19831	7.19831	9.91471
k141_20952	1988	8.52067	8.52067	32.3543
k141_105634	2862	35.5218	35.5218	1421.78
k141_39779	3313	14.8922	14.8922	28.207
k141_96942	5845	9.06795	9.06813	27.3293
k141_105635	2337	8.33242	8.33242	12.857
k141_20956	3188	8.12278	8.12311	14.2011
k141_87291	7300	10.5748	10.5748	20.5758
k141_49782	1962	11.0375	11.0375	19.6827
k141_39781	3091	6.47501	6.47501	25.1785
k141_12641	4958	9.07113	9.07113	21.6524
k141_58487	9556	10.2116	10.2116	21.4886
k141_12642	1557	6.94883	6.94883	11.013
k141_96950	5812	7.97086	7.97086	13.0683
k141_105646	2132	5.96317	5.96317	8.37374
k141_49790	3952	6.55734	6.55734	18.6991
k141_39789	2750	10.5808	10.5808	21.2325
k141_20966	3873	10.6054	10.6054	20.0651
k141_96953	1881	4.28076	4.28134	1.79651
k141_2570	5316	9.4429	9.4429	13.0146
k141_20973	1764	5.73854	5.73854	7.12319
k141_77373	11397	19.2113	19.2114	46.0386
k141_49793	4771	7.10149	7.10149	8.83787
k141_39799	2115	24.3043	24.3043	91.1631
k141_87306	8278	14.9017	14.9017	30.4331
k141_2572	4681	8.67115	8.67115	13.8883
k141_20978	2362	7.22559	7.22559	12.5655
k141_58491	11822	14.194	14.194	27.8646
k141_49799	1546	7.34599	7.34599	5.03935
k141_96964	2266	8.23913	8.23913	10.7645
k141_58492	1611	4.38741	4.38809	2.16092
k141_96967	1615	11.8724	11.8724	22.509
k141_49803	1516	8.19912	8.19912	46.0129
k141_12653	11937	10.4648	10.4648	21.8002
k141_58494	2903	6.69125	6.69125	9.23022
k141_49807	1523	5.72906	5.72906	8.98481
k141_77377	10986	13.8627	13.8627	26.2907
k141_58497	1543	6.97128	6.97128	10.4087
k141_96975	2281	4.51197	4.51197	5.16638
k141_20994	4264	6.29995	6.29995	7.22586
k141_39806	8135	10.4999	10.4999	20.9564
k141_49811	3295	8.62289	8.62289	16.9192
k141_39807	1805	5.27976	5.27976	9.47482
k141_58501	2601	8.24439	8.24439	8.96764
k141_20997	1783	7.63931	7.63931	15.1352
k141_12658	5721	9.20373	9.20391	17.6056
k141_96978	3049	22.8265	22.8265	75.1758
k141_39809	2451	7.33942	7.33942	5.58866
k141_49816	1997	11.7916	11.7916	12.0339
k141_77384	6106	8.4681	8.4681	14.7152
k141_105648	23913	31.9625	31.9625	79.897
k141_96979	3459	11.9837	11.9837	23.7983
k141_39810	1864	6.02917	6.02917	10.8152
k141_49818	1874	6.84687	6.84687	9.79315
k141_12659	6069	55.1968	55.1968	2028.57
k141_87308	21775	11.0364	11.0364	22.7375
k141_2588	14045	17.0172	17.0172	37.6407
k141_12661	1918	6.22229	6.22229	15.89
k141_49821	2197	11.319	11.319	21.8253
k141_77393	1549	6.34596	6.34596	7.69852
k141_58503	8907	15.1721	15.1721	33.2014
k141_39811	4997	11.5154	11.5154	26.3713
k141_12664	2560	5.6083	5.6083	4.68751
k141_2594	1861	5.00292	5.00292	8.99004
k141_96991	2425	7.92264	7.92264	15.6396
k141_105655	6724	8.97003	8.97019	11.1877
k141_105658	2740	11.8494	11.8494	20.6841
k141_58512	3111	9.08443	9.08477	12.0114
k141_39819	2643	6.67188	6.67188	7.25812
k141_21004	13238	10.6886	10.6886	19.4319
k141_12667	4184	9.85746	9.85746	25.3378
k141_77399	4482	15.304	15.304	61.2078
k141_2596	4464	7.64465	7.64465	12.4865
k141_49831	7260	13.12	13.12	33.1328
k141_87315	13800	15.2624	15.2624	37.6634
k141_2600	1932	9.94444	9.94444	22.6488
k141_12668	4067	9.29921	9.29921	14.7348
k141_58518	3049	9.69472	9.69472	24.5925
k141_105665	1959	6.48148	6.48148	10.3451
k141_97005	2631	5.64289	5.64289	4.78208
k141_39828	1882	4.59931	4.59931	3.52047
k141_58522	1884	5.59977	5.59977	7.70815
k141_2605	1614	6.55191	6.55191	8.87359
k141_97006	3679	8.57608	8.57608	14.3639
k141_49833	4733	7.43443	7.43443	8.50025
k141_12669	4691	9.59216	9.59216	10.6536
k141_21007	9299	12.2343	12.2343	21.8882
k141_58523	2540	5.21548	5.21548	6.98368
k141_97011	2468	7.15703	7.15703	6.65293
k141_58524	3868	7.90748	7.90748	16.8895
k141_12677	2001	11.3641	11.3641	29.1777
k141_97012	1642	9.23391	9.23391	13.7447
